Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
CHEVROLET,D-MAX CRDI,24100.0,GUAYAS,2022.0,142908.0,MANUAL,ASISTIDA,2500.0,4x2,PLOMO,DIESEL,https://1001carros.com/seminuevo/quito/d-max-crdi-2.5-cs-4x2-tm-diesel/F-202
CHEVROLET,CAPTIVA LTZ TURBO,22749.0,PICHINCHA,2023.0,10224.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/captiva-ltz-turbo-5pas-ac-1.5-5p/F-2025
TOYOTA,RUSH,22075.0,PICHINCHA,2022.0,87818.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rush-ac-1.5-5p-4x2-tm/F-2032
BMW,X5,39900.0,PICHINCHA,2015.0,114349.0,AUTOMATICA,HIDRAULICA,3000.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/x5-3l-suv-4x4-steptronic-231hp/F-2040
TOYOTA,NEW FORTUNER,46300.0,PICHINCHA,2019.0,87444.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,CREMA,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-4.0-5p-4x4-ta/F-2052
CHEVROLET,D-MAX CRDI FULL,31800.0,PICHINCHA,2022.0,110706.0,MANUAL,HIDRAULICA,2500.0,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/d-max-crdi-full-ac-2.5-cd-4x4-tm-diesel/F-2059
CHEVROLET,D-MAX CRDI FULL,31800.0,PICHINCHA,2022.0,112207.0,MANUAL,ASISTIDA,2500.0,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/d-max-crdi-full-ac-2.5-cd-4x4-tm-diesel/F-2060
TOYOTA,COROLLA CROSS HIGH,27600.0,PICHINCHA,2022.0,61800.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,NEGRO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/F-2083
CHEVROLET,SPARK GT LT,10235.0,PICHINCHA,2020.0,126815.0,MANUAL,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/spark-gt-lt-ac-1.2-5p-4x2-tm/F-2091
TOYOTA,RAV4 CVT,29820.0,PICHINCHA,2019.0,59200.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rav4-cvt-ac-2.0-5p-4x2-ta/F-2107
TOYOTA,YARIS SD,20901.0,PICHINCHA,2023.0,14316.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/yaris-sd-ac-1.5-4p-4x2-tm/F-2110
TOYOTA,COROLLA CROSS HIGH,29700.0,PICHINCHA,2023.0,78790.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/F-2117
TOYOTA,AA PRIUS HIBRIDO TA 1.8 5P 4X2,9900.0,PICHINCHA,2013.0,225000.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/aa-prius-hibrido-ta-1.8-5p-4x2/F-2121
GREAT WALL,WINGLE STEED,15875.0,GUAYAS,2022.0,61838.0,MANUAL,MECANICA,2400.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/wingle-steed-ac-2.4-cd-4x2-tm/F-213
GREAT WALL,WINGLE STEED,17135.0,PICHINCHA,2022.0,191542.0,MANUAL,ASISTIDA,2000.0,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/wingle-steed-ac-2.0-cs-4x4-tm/F-226
TOYOTA,HILUX SR,37699.0,GUAYAS,2022.0,30998.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-sr-ac-2.7-cd-4x4-tm/F-29
CHANGAN,ALSVIN COMFORT,14490.0,PICHINCHA,2025.0,112504.0,MANUAL,ELECTRONICA,1400.0,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/alsvin-comfort-ac-1.4-4p-4x2-tm/F-290
PEUGEOT,2008 FIN L 12E AUTO6,23150.0,GUAYAS,2024.0,29259.0,AUTOMATICA,ASISTIDA,1200.0,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-l-12e-auto6-ac-1.2-5p-4x2-ta/F-305
TOYOTA,NEW FORTUNER,32800.0,GUAYAS,2019.0,118583.0,AUTOMATICA,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/F-414
CHANGAN,HUNTER,24700.0,AZUAY,2024.0,12059.0,MANUAL,HIDRAULICA,1900.0,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/hunter-ac-1.9-cd-4x4-tm-diesel/F-488
PEUGEOT,2008,9900.0,GUAYAS,2019.0,151174.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-actpk-16e-ba6-ac-1.6-5p-4x2-ta/F-500
CHEVROLET,SPARK LIFE,8200.0,GUAYAS,2019.0,166990.0,MANUAL,HIDRAULICA,1000.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/spark-life-ac-1.0-5p-4x2-tm/F-509
OPEL,VAN ESSENTIA,26000.0,GUAYAS,2023.0,85275.0,MANUAL,ASISTIDA,2000.0,4x2,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/van-essentia-ac-2.0-5p-4x2-tm/F-510
NISSAN,X-TRAIL SENSE CVT,17950.0,GUAYAS,2015.0,124743.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/x-trail-sense-cvt-ac-2.5-5p-4x2-ta/F-65
VOLKSWAGEN,TIGUAN TRENDLINE STD BW22L0,19500.0,GUAYAS,2018.0,98436.0,MANUAL,HIDRAULICA,2000.0,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-trendline-std-bw22l0-ac/U-1017
KIA,SPORTAGE SL,18300.0,GUAYAS,2019.0,115912.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-ta/U-1018
TOYOTA,PRIUS C SPORT,18800.0,AZUAY,2020.0,71693.0,AUTOMATICA,ASISTIDA,1500.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-1022
MAZDA,CX-3 CORE,19800.0,PICHINCHA,2019.0,81679.0,AUTOMATICA,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/santo-domingo/cx-3-core-ac-2.0-5p-4x2-ta/U-1032
TOYOTA,RAV4 CVT,27350.0,AZUAY,2019.0,56973.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-1048
TOYOTA,RAV4 LIMITED,38200.0,AZUAY,2020.0,58500.0,AUTOMATICA,HIDRAULICA,2500.0,AWD,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-limited-ac-2.5-5p-4x4-ta/U-1074
TOYOTA,RAV4 CVT,38050.0,GUAYAS,2024.0,10768.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-1076
TOYOTA,PRIUS C SPORT,13900.0,GUAYAS,2017.0,99493.0,AUTOMATICA,ASISTIDA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-1087
TOYOTA,COROLLA CROSS MID,28100.0,PICHINCHA,2022.0,54780.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-1172
TOYOTA,NEW FORTUNER,34800.0,PICHINCHA,2018.0,107090.0,AUTOMATICA,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1178
PEUGEOT,2008 FIN P 12E BA6,26350.0,GUAYAS,2024.0,30059.0,AUTOMATICA,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-p-12e-ba6-ac-1.2-5p-4x2-ta/U-1183
PEUGEOT,3008N GTL 16E BA6,31850.0,GUAYAS,2024.0,20780.0,AUTOMATICA,ELECTRONICA,1600.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-gtl-16e-ba6-ac-1.6-5p-4x2-ta/U-1190
TOYOTA,FJ CRUISER,45300.0,GUAYAS,2015.0,127756.0,MANUAL,HIDRAULICA,4000.0,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/fj-cruiser-ac-4.0-5p-4x4-tm/U-1430
PEUGEOT,3008N,25200.0,AZUAY,2020.0,61790.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-act-16e-ba6-ac-1.6-5p-4x2-ta/U-1443
CHEVROLET,CAPTIVA LTZ TURBO,18100.0,GUAYAS,2023.0,31026.0,MANUAL,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-tm/U-1450
TOYOTA,NEW FORTUNER,39200.0,GUAYAS,2019.0,137562.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-4.0-5p-4x4-ta/U-1469
SUZUKI,SWIFT ISG GLS,15800.0,GUAYAS,2023.0,54740.0,MANUAL,ASISTIDA,1200.0,4x2,NEGRO,HIBRIDO,https://1001carros.com/seminuevo/quito/swift-isg-gls-ac-1.2-5p-4x2-tm-hybrid/U-1481
TOYOTA,NEW INNOVA,25095.0,GUAYAS,2020.0,21187.0,AUTOMATICA,HIDRAULICA,2700.0,4x2,CREMA,GASOLINA,https://1001carros.com/seminuevo/quito/new-innova-ac-2.7-5p-4x2-ta/U-1504
HYUNDAI,SANTA FE 7PAS HGS,40950.0,GUAYAS,2024.0,20147.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/santa-fe-7pas-hgs-ac-2.5-5p-4x2-ta/U-1520
TOYOTA,COROLLA HV SEG,22300.0,GUAYAS,2020.0,97065.0,AUTOMATICA,ASISTIDA,1800.0,4x2,CELESTE,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-hv-seg-ac-1.8-4p-4x2-ta-hybrid/U-1527
TOYOTA,NEW FORTUNER,36300.0,AZUAY,2017.0,87490.0,AUTOMATICA,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1536
TOYOTA,AGYA,15950.0,AZUAY,2024.0,22510.0,MANUAL,HIDRAULICA,1200.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/agya-ac-1.2-5p-4x2-tm/U-1545
TOYOTA,YARIS HB,14700.0,GUAYAS,2019.0,71251.0,MANUAL,ASISTIDA,1500.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/yaris-hb-ac-1.5-5p-4x2-tm/U-1548
TOYOTA,NEW RAV4 CVT,21495.0,GUAYAS,2018.0,95045.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/new-rav4-cvt-ac-2.0-5p-4x2-ta/U-1554
AUDI,A4 TFSI 8W2AEG STRONIC,36050.0,PICHINCHA,2022.0,48890.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/a4-tfsi-8w2aeg-stronic-ac-4p-4x2-ta/U-1556
SUZUKI,S-CROSS BOOSTERJET GLX,23450.0,AZUAY,2023.0,29300.0,AUTOMATICA,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/s-cross-boosterjet-glx-ac-1.4-5p/U-1557
TOYOTA,COROLLA CROSS HIGH,27650.0,PICHINCHA,2022.0,81990.0,AUTOMATICA,ASISTIDA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1562
TOYOTA,HILUX,28300.0,AZUAY,2020.0,83500.0,MANUAL,HIDRAULICA,2700.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-2.7-cd-4x2-tm/U-1572
TOYOTA,NEW FORTUNER,37200.0,PICHINCHA,2018.0,94690.0,AUTOMATICA,HIDRAULICA,2700.0,4x4,CAFE,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1578
HYUNDAI,KONA GLS,25900.0,AZUAY,2024.0,19200.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/kona-gls-ac-1.6-5p-4x2-ta-hybrid/U-1582
TOYOTA,RAIZE,20550.0,AZUAY,2023.0,35870.0,MANUAL,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/raize-ac-1.2-5p-4x2-tm/U-1588
TOYOTA,RUSH,23850.0,AZUAY,2022.0,35500.0,MANUAL,HIDRAULICA,1500.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/rush-ac-1.5-5p-4x2-tm/U-1591
TOYOTA,COROLLA CROSS HIGH,27750.0,AZUAY,2022.0,60090.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1598
TOYOTA,HILUX,27750.0,AZUAY,2021.0,120270.0,MANUAL,ELECTRONICA,2700.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-2.7-cd-4x2-tm/U-1599
RENAULT,STEPWAY INTENS FASE II CVT,17150.0,GUAYAS,2024.0,15422.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,CREMA,GASOLINA,https://1001carros.com/seminuevo/quito/stepway-intens-fase-ii-cvt-ac-1.6/U-1601
KIA,SPORTAGE,24650.0,GUAYAS,2023.0,47222.0,MANUAL,ASISTIDA,2000.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-ac-2.0-5p-4x2-tm/U-1640
RENAULT,STEPWAY INTENS FASE II,15395.0,GUAYAS,2021.0,77616.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/stepway-intens-fase-ii-ac-1.6-5p-4x2-tm/U-1658
KIA,SPORTAGE SL,21000.0,TUNGURAHUA,2018.0,67530.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-tm/U-1663
HONDA,HR-V,20200.0,AZUAY,2018.0,81300.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/hr-v-ac-1.8-5p-4x2-tm/U-1665
PEUGEOT,2008 FIN H 12E BM6,21150.0,GUAYAS,2022.0,15000.0,MANUAL,ASISTIDA,1200.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-h-12e-bm6-ac-1.2-5p-4x2-tm/U-1676
TOYOTA,COROLLA CROSS HIGH,27550.0,GUAYAS,2023.0,81834.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1679
PEUGEOT,2008 FIN T 12E BAUT8,25450.0,GUAYAS,2023.0,17055.0,AUTOMATICA,ASISTIDA,1200.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-t-12e-baut8-ac-1.2-5p-4x2-ta/U-1680
CHEVROLET,CAPTIVA LTZ TURBO,17250.0,GUAYAS,2022.0,48980.0,AUTOMATICA,ASISTIDA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-ta/U-1686
CHEVROLET,CAPTIVA LTZ TURBO,19450.0,AZUAY,2023.0,15500.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p/U-1692
KIA,SELTOS EX,21650.0,GUAYAS,2023.0,63600.0,AUTOMATICA,ASISTIDA,1600.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/seltos-ex-ac-1.6-5p-4x2-ta/U-1697
TOYOTA,COROLLA CROSS HIGH,28700.0,GUAYAS,2023.0,39553.0,AUTOMATICA,ASISTIDA,1800.0,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1701
TOYOTA,RAIZE,18300.0,GUAYAS,2023.0,17632.0,MANUAL,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/raize-ac-1.2-5p-4x2-tm/U-1708
TOYOTA,YARIS HB,14400.0,GUAYAS,2020.0,76713.0,MANUAL,HIDRAULICA,1500.0,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/yaris-hb-ac-1.5-5p-4x2-tm/U-1711
TOYOTA,RAV4 LE CVT,27200.0,GUAYAS,2020.0,71472.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-le-cvt-ac-2.0-5p-4x2-ta/U-1716
PEUGEOT,3008N,18400.0,GUAYAS,2018.0,103001.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-act-16e-ba6-ac-1.6-5p-4x2-ta/U-23
VOLKSWAGEN,TIGUAN TRENDLINE STD BW22L0,19115.0,TUNGURAHUA,2019.0,131171.0,AUTOMATICA,ASISTIDA,2000.0,4x4,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-trendline-std-bw22l0-ac-2.0-5p-4x4-ta/U-25493
TOYOTA,RAV4,26290.0,PICHINCHA,2018.0,84041.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-ac-2.0-5p-4x2-tm/U-26234
KIA,SPORTAGE R GTI LX,23300.0,GUAYAS,2019.0,56814.0,AUTOMATICA,ASISTIDA,2000.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-r-gti-lx-ac-2.0-5p-4x2-ta/U-275
TOYOTA,RAV4 LS CVT,30907.0,PICHINCHA,2020.0,71522.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,VERDE,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-ls-cvt-ac-2.0-5p-4x2-ta/U-27579
KIA,SPORTAGE SL,19410.0,PICHINCHA,2018.0,78156.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-ta/U-27708
VOLKSWAGEN,TIGUAN 2.0T TRENDLINE,18607.0,PICHINCHA,2019.0,146375.0,AUTOMATICA,ASISTIDA,2000.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-2.0t-trendline-ac-2.0-5p-4x4-ta/U-27795
CHEVROLET,BLAZER RS,44119.0,PICHINCHA,2020.0,47220.0,AUTOMATICA,ELECTRONICA,3600.0,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/blazer-rs-ac-3.6-5p-4x4/U-27877
TOYOTA,NEW YARIS SD CVT,15684.0,PICHINCHA,2018.0,74466.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/guayaquil/new-yaris-sd-cvt-ac-1.5-4p-4x2-ta/U-28028
TOYOTA,FJ CRUISER,44865.0,PICHINCHA,2013.0,153602.0,AUTOMATICA,ELECTRONICA,4000.0,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/fj-cruiser-4l-suv-4x4-ta-239hp-jpn/U-28163
TOYOTA,COROLLA CROSS MID,27050.0,PICHINCHA,2022.0,81322.0,AUTOMATICA,ELECTRONICA,1800.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28221
TOYOTA,YARIS SD,20050.0,PICHINCHA,2022.0,37982.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/yaris-sd-ac-1.5-4p-4x2-tm/U-28234
TOYOTA,PRIUS C SPORT,16124.0,PICHINCHA,2018.0,182029.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta-hybrid/U-28257
VOLKSWAGEN,TIGUAN TRENDLINE BW22L0,24800.0,PICHINCHA,2018.0,66319.0,AUTOMATICA,ELECTRONICA,2000.0,AWD,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/tiguan-trendline-bw22l0-ac-2.0-5p-4x4-ta/U-28270
TOYOTA,PRIUS C SPORT,19807.0,PICHINCHA,2019.0,40714.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,ROJO,HIBRIDO,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-28299
TOYOTA,COROLLA CROSS MID,30133.0,PICHINCHA,2022.0,40390.0,AUTOMATICA,ELECTRONICA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28305
TOYOTA,COROLLA CROSS HIGH,29833.0,PICHINCHA,2022.0,54071.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28313
CHEVROLET,CAPTIVA LTZ TURBO,21250.0,PICHINCHA,2023.0,37955.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-tm/U-28332
TOYOTA,HILUX SR,42030.0,PICHINCHA,2023.0,88625.0,MANUAL,HIDRAULICA,2700.0,4x4,ROJO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/hilux-sr-2.7-cd-4x4-tm/U-28358
TOYOTA,YARIS CROSS,27933.0,PICHINCHA,2022.0,37071.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/yaris-cross-ac-1.5-5p-4x2-ta-hybrid/U-28371
TOYOTA,COROLLA CROSS HIGH,29933.0,PICHINCHA,2022.0,52458.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28395
TOYOTA,RUSH,23500.0,PICHINCHA,2022.0,49810.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rush-ac-1.5-5p-4x2-ta/U-28403
TOYOTA,COROLLA CROSS HIGH,30250.0,PICHINCHA,2022.0,28430.0,MANUAL,HIDRAULICA,1800.0,4x2,ROJO,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28430
TOYOTA,COROLLA CROSS HIGH,28750.0,PICHINCHA,2022.0,67760.0,AUTOMATICA,HIDRAULICA,1800.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28445
TOYOTA,COROLLA CROSS MID,31550.0,PICHINCHA,2023.0,16112.0,AUTOMATICA,ASISTIDA,1800.0,4x2,AZUL,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28475
CHEVROLET,CAPTIVA LT TURBO,19650.0,PICHINCHA,2022.0,59730.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/captiva-lt-turbo-5pas-ac-1.5-5p/U-28482
TOYOTA,COROLLA CROSS HIGH,33200.0,PICHINCHA,2023.0,50367.0,AUTOMATICA,ASISTIDA,1800.0,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28484
CHEVROLET,TRACKER  LS TURBO,19050.0,IMBABURA,2022.0,49735.0,MANUAL,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/tracker-ls-turbo-ac-1.2-5p-4x2-tm/U-28486
RENAULT,DUSTER INTENS,22350.0,PICHINCHA,2023.0,46592.0,AUTOMATICA,ELECTRONICA,1300.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/duster-intens-ac-1.3t-5p-4x2-ta/U-28491
TOYOTA,RAV4 LE CVT,30300.0,PICHINCHA,2020.0,82080.0,AUTOMATICA,ASISTIDA,2000.0,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rav4-le-cvt-ac-2.0-5p-4x2-ta/U-28516
TOYOTA,AA PRIUS C SPORT,12500.0,PICHINCHA,2013.0,124970.0,AUTOMATICA,ELECTRONICA,1500.0,4x2,AZUL,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/aa-prius-c-sport-ta-1.5-5p-4x2/U-28517
TOYOTA,RAV4 CVT,33100.0,PICHINCHA,2022.0,87591.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-28570
TOYOTA,NEW FORTUNER,46000.0,PICHINCHA,2019.0,94951.0,MANUAL,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-4.0-5p-4x4-ta/U-28586
SUZUKI,VITARA GL PLUS,19550.0,PICHINCHA,2022.0,72115.0,MANUAL,HIDRAULICA,1600.0,4x2,CELESTE,GASOLINA,https://1001carros.com/seminuevo/guayaquil/vitara-gl-plus-ac-1.6-5p-4x2-tm/U-28608
